Days,Temperature,Humidity,Organic compound(Air) Level,Air Quality Level,Pressure(Kpa),Altitude(m)
,15.5,99.9,1808,1808,1.01,-9.74
,15.5,99.9,1803,1824,1.01,-9.49
,15.5,99.9,1808,1820,1.01,-9.49
,15.6,99.9,1805,1819,1.01,-9.24
,15.5,99.9,1809,1823,1.01,-9.15
,15.5,99.9,1917,1825,1.01,-9.24
,15.6,99.9,1794,1821,1.01,-9.57
,15.5,99.9,1808,1825,1.01,-9.07
,15.5,99.9,1808,1823,1.01,-10.15
,15.5,99.9,1840,1822,1.01,-10.4
,15.5,99.9,1809,1823,1.01,-9.65
,15.5,99.9,1807,1824,1.01,-10.15
,15.5,99.9,1804,1889,1.01,-10.15
,15.5,99.9,1811,1817,1.01,-9.74
,15.5,99.9,1795,1806,1.01,-10.07
,15.5,99.9,1805,1831,1.01,-9.74
,15.5,99.9,1805,1808,1.01,-9.9
,15.5,99.9,1925,1821,1.01,-10.4
,15.5,99.9,1810,1822,1.01,-9.74
,15.5,99.9,1795,1830,1.01,-9.57
,15.5,99.9,1808,1822,1.01,-9.82
,15.5,99.9,1810,1823,1.01,-9.82
,15.5,99.9,1808,1818,1.01,-9.65
,15.5,99.9,1802,1808,1.01,-9.49
,15.5,99.9,1808,1823,1.01,-9.82
,15.5,99.9,1821,1829,1.01,-9.82
,15.5,99.9,1816,1814,1.01,-9.57
,15.5,99.9,1758,1818,1.01,-9.57
,15.5,99.9,1810,1817,1.01,-9.32
,15.5,99.9,1808,1818,1.01,-9.32
,15.5,99.9,1811,1821,1.01,-9.9
,15.5,99.9,1808,1821,1.01,-9.9
,15.5,99.9,1808,1819,1.01,-9.9
,15.5,99.9,1808,1820,1.01,-9.82
,15.5,99.9,1796,1818,1.01,-9.57
,15.5,99.9,1731,1819,1.01,-10.07
,15.5,99.9,1807,1822,1.01,-9.49
,15.5,99.9,1809,1773,1.01,-10.24
,15.5,99.9,1808,1818,1.01,-10.4
,15.5,99.9,1801,1825,1.01,-10.07
,15.5,99.9,1805,1809,1.01,-10.24
,15.5,99.9,1809,1824,1.01,-9.99
,15.5,99.9,1802,1819,1.01,-9.9
,15.5,99.9,1809,1813,1.01,-10.65
,15.5,99.9,1817,1822,1.01,-11.32
,15.5,99.9,1795,1806,1.01,-10.57
,15.5,99.9,1808,1815,1.01,-10.4
,15.5,99.9,1807,1821,1.01,-10.48
,15.5,99.9,1805,1824,1.01,-10.98
,15.5,99.9,1807,1819,1.01,-10.98
,15.5,99.9,1807,1820,1.01,-10.15
,15.5,99.9,1844,1819,1.01,-10.65
,15.5,99.9,1808,1811,1.01,-11.32
,15.5,99.9,1803,1808,1.01,-10.73
,15.5,99.9,1807,1820,1.01,-10.07
,15.5,99.9,1806,1823,1.01,-10.4
,15.5,99.9,1788,1808,1.01,-10.32
,15.5,99.9,1792,1815,1.01,-9.74
,15.5,99.9,1810,1820,1.01,-10.4
,15.5,99.9,1797,1814,1.01,-10.73
,15.5,99.9,1799,1808,1.01,-10.57
,15.5,99.9,1798,1818,1.01,-10.24
,15.5,99.9,1803,1822,1.01,-10.48
,15.5,99.9,1804,1820,1.01,-10.9
,15.5,99.9,1802,1819,1.01,-10.48
,15.5,99.9,1800,1815,1.01,-10.65
,15.5,99.9,1802,1825,1.01,-10.32
,15.5,99.9,1806,1819,1.01,-10.4
,15.4,99.9,1795,1823,1.01,-10.82
,15.4,99.9,1795,1823,1.01,-10.73
,15.5,99.9,1806,1829,1.01,-10.82
,15.5,99.9,1808,1879,1.01,-10.65
,15.5,99.9,1791,1808,1.01,-10.4
,15.4,99.9,1811,1820,1.01,-10.73
,15.5,99.9,1808,1810,1.01,-10.65
,15.5,99.9,1806,1821,1.01,-9.99
,15.5,99.9,1808,1821,1.01,-11.07
,15.4,99.9,1805,1816,1.01,-10.48
,15.4,99.9,1789,1821,1.01,-10.65
,15.5,99.9,1807,1829,1.01,-10.73
,15.4,99.9,1927,1826,1.01,-10.48
,15.5,99.9,1806,1818,1.01,-10.9
,15.5,99.9,1807,1824,1.01,-10.98
,15.5,99.9,1779,1823,1.01,-10.57
,15.5,99.9,1803,1822,1.01,-10.9
,15.5,99.9,1807,1822,1.01,-11.4
,15.5,99.9,1777,1817,1.01,-11.07
,15.5,99.9,1803,1823,1.01,-11.32
,15.5,99.9,1801,1747,1.01,-11.4
,15.5,99.9,1799,1817,1.01,-11.65
,15.5,99.9,1791,1856,1.01,-11.15
,15.5,99.9,1803,1820,1.01,-10.65
,15.5,99.9,1808,1823,1.01,-11.57
,15.5,99.9,1806,1813,1.01,-11.07
,15.5,99.9,1802,1813,1.01,-10.9
,15.5,99.9,1808,1825,1.01,-10.98
,15.5,99.9,1808,1827,1.01,-10.82
,15.5,99.9,1790,1803,1.01,-11.23
,15.5,99.9,1795,1807,1.01,-11.98
,15.5,99.9,1810,1823,1.01,-11.07
,15.5,99.9,1807,1819,1.01,-11.48
,15.5,99.9,1808,1816,1.01,-11.4
,15.5,99.9,1807,1821,1.01,-11.23
,15.5,99.9,1801,1815,1.01,-11.57
,15.5,99.9,1807,1821,1.01,-11.23
,15.5,99.9,1804,1814,1.01,-11.32
,15.5,99.9,1793,1803,1.01,-10.82
,15.5,99.9,1809,1813,1.01,-11.73
,15.5,99.9,1806,1815,1.01,-11.07
,15.5,99.9,1807,1822,1.01,-10.98
,15.5,99.9,1806,1822,1.01,-11.32
,15.5,99.9,1808,1819,1.01,-11.32
,15.5,99.9,1793,1808,1.01,-11.73
,15.5,99.9,1806,1824,1.01,-11.98
,15.5,99.9,1808,1818,1.01,-11.07
,15.5,99.9,1783,1821,1.01,-11.65
,15.5,99.9,1802,1823,1.01,-11.15
,15.5,99.9,1801,1823,1.01,-11.23
,15.5,99.9,1806,1814,1.01,-11.48
,15.5,99.9,1798,1813,1.01,-11.57
,15.5,99.9,1790,1796,1.01,-11.73
,15.5,99.9,1805,1809,1.01,-11.23
,15.5,99.9,1801,1808,1.01,-11.32
,15.5,99.9,1803,1836,1.01,-10.82
,15.5,99.9,1804,1805,1.01,-11.57
,15.5,99.9,1795,1814,1.01,-11.73
,15.5,99.9,1802,1820,1.01,-11.48
,15.5,99.9,1806,1821,1.01,-11.73
,15.5,99.9,1804,1821,1.01,-11.82
,15.5,99.9,1783,1823,1.01,-11.65
,15.5,99.9,1798,1823,1.01,-11.32
,15.5,99.9,1881,1826,1.01,-11.73
,15.5,99.9,1808,1819,1.01,-11.48
,15.5,99.9,1792,1804,1.01,-11.48
,15.5,99.9,1807,1821,1.01,-11.48
,15.5,99.9,1805,1822,1.01,-11.48
,15.5,99.9,1803,1817,1.01,-11.4
,15.5,99.9,1803,1821,1.01,-11.73
,15.5,99.9,1802,1821,1.01,-12.23
,15.5,99.9,1791,1815,1.01,-11.98
,15.5,99.9,1788,1617,1.01,-11.82
,15.5,99.9,1805,1819,1.01,-11.48
,15.5,99.9,1803,1814,1.01,-11.82
,15.5,99.9,1805,1835,1.01,-11.65
,15.5,99.9,1808,1819,1.01,-11.48
,15.5,99.9,1803,1819,1.01,-11.57
,15.5,99.9,1807,1817,1.01,-10.73
,15.5,99.9,1795,1811,1.01,-11.4
,15.5,99.9,1825,1824,1.01,-11.48
,15.5,99.9,1798,1808,1.01,-11.82
,15.5,99.9,1792,1803,1.01,-11.73
,15.5,99.9,1807,1817,1.01,-12.23
,15.5,99.9,1803,1791,1.01,-11.82
,15.5,99.9,1805,1819,1.01,-11.9
,15.5,99.9,1805,1821,1.01,-11.73
,15.5,99.9,1806,1820,1.01,-12.15
,15.5,99.9,1794,1798,1.01,-11.65
,15.5,99.9,1807,1821,1.01,-11.9
,15.5,99.9,1808,1822,1.01,-11.73
,15.5,99.9,1808,1821,1.01,-11.15
,15.5,99.9,1805,1826,1.01,-11.48
,15.5,99.9,1791,1793,1.01,-11.82
,15.6,99.9,1838,1821,1.01,-11.65
,15.5,99.9,1788,1813,1.01,-11.9
,15.5,99.9,1785,1815,1.01,-11.65
,15.5,99.9,1806,1808,1.01,-11.98
,15.6,99.9,1810,1817,1.01,-11.4
,15.5,99.9,1799,1823,1.01,-10.9
,15.6,99.9,1797,1809,1.01,-11.82
,15.6,99.9,1812,1809,1.01,-11.15
,15.6,99.9,1808,1870,1.01,-10.98
,15.6,99.9,1799,1823,1.01,-10.98
,15.5,99.9,1805,1791,1.01,-11.82
,15.5,99.9,1805,1813,1.01,-11.65
,15.5,99.9,1800,1818,1.01,-11.98
,15.5,99.9,1805,1819,1.01,-11.65
,15.6,99.9,1795,1807,1.01,-11.65
,15.6,99.9,1802,1819,1.01,-11.65
,15.6,99.9,1804,1839,1.01,-11.4
,15.6,99.9,1835,1831,1.01,-11.57
,15.5,99.9,1785,1809,1.01,-11.57
,15.6,99.9,1759,1814,1.01,-11.48
,15.5,99.9,1806,1814,1.01,-11.57
,15.6,99.9,1799,1820,1.01,-11.15
,15.6,99.9,1803,1819,1.01,-11.4
,15.6,99.9,1795,1819,1.01,-12.4
,15.6,99.9,1795,1818,1.01,-11.65
,15.6,99.9,1795,1821,1.01,-11.98
,15.6,99.9,1801,1823,1.01,-11.65
,15.6,99.9,1792,1805,1.01,-12.06
,15.6,99.9,1787,1821,1.01,-11.65
,15.6,99.9,1782,1820,1.01,-11.82
,15.6,99.9,1801,1821,1.01,-11.32
,15.6,99.9,1802,1810,1.01,-11.32
,15.6,99.9,1797,1819,1.01,-11.4
,15.6,99.9,1807,1825,1.01,-12.65
,15.6,99.9,1803,1818,1.01,-11.15
,15.6,99.9,1789,1820,1.01,-11.4
,15.6,99.9,1799,1820,1.01,-12.15
,15.6,99.9,1805,1820,1.01,-12.15
,15.6,99.9,1801,1811,1.01,-11.82
,15.6,99.9,1807,1818,1.01,-11.82
,15.6,99.9,1799,1814,1.01,-11.9
,15.6,99.9,1802,1819,1.01,-11.82
,15.6,99.9,1798,1808,1.01,-11.82
,15.6,99.9,1805,1819,1.01,-11.65
,15.6,99.9,1794,1809,1.01,-11.4
,15.6,99.9,1823,1817,1.01,-11.73
,15.6,99.9,1806,1824,1.01,-12.48
,15.6,99.9,1799,1818,1.01,-11.23
,15.6,99.9,1803,1814,1.01,-12.06
,15.6,99.9,1792,1801,1.01,-11.98
,15.6,99.9,1802,1809,1.01,-11.32
,15.6,99.9,1811,1819,1.01,-12.23
,15.6,99.9,1803,1814,1.01,-11.98
,15.6,99.9,1797,1853,1.01,-12.23
,15.6,99.9,1802,1823,1.01,-12.15
,15.6,99.9,1798,1823,1.01,-11.98
,15.6,99.9,1797,1777,1.01,-11.73
,15.6,99.9,1797,1827,1.01,-11.73
,15.6,99.9,1793,1825,1.01,-11.9
,15.6,99.9,1843,1821,1.01,-11.32
,15.6,99.9,1808,1823,1.01,-12.31
,15.6,99.9,1807,1826,1.01,-12.31
,15.6,99.9,1802,1823,1.01,-11.9
,15.6,99.9,1805,1821,1.01,-11.82
,15.6,99.9,1801,1773,1.01,-12.56
,15.6,99.9,1805,1825,1.01,-11.65
,15.6,99.9,1802,1793,1.01,-11.73
,15.6,99.9,1805,1819,1.01,-11.82
,15.6,99.9,1801,1819,1.01,-12.06
,15.6,99.9,1799,1821,1.01,-11.98
,15.6,99.9,1804,1804,1.01,-12.06
,15.6,99.9,1799,1813,1.01,-11.98
,15.6,99.9,1805,1821,1.01,-11.82
,15.6,99.9,1803,1821,1.01,-11.73
,15.6,99.9,1803,1817,1.01,-11.98
,15.6,99.9,1798,1862,1.01,-12.06
,15.6,99.9,1795,1806,1.01,-11.48
,15.6,99.9,1841,1821,1.01,-11.57
,15.6,99.9,1807,1811,1.01,-12.06
,15.6,99.9,1805,1819,1.01,-11.32
,15.6,99.9,1780,1813,1.01,-11.73
,15.6,99.9,1761,1815,1.01,-11.82
,15.6,99.9,1793,1818,1.01,-11.57
,15.6,99.9,1797,1815,1.01,-11.82
,15.6,99.9,1800,1813,1.01,-11.9
,15.6,99.9,1801,1818,1.01,-12.4
,15.6,99.9,1801,1819,1.01,-12.15
,15.6,99.9,1789,1815,1.01,-10.9
,15.6,99.9,1851,1822,1.01,-11.57
,15.6,99.9,1795,1814,1.01,-11.32
,15.6,99.9,1799,1814,1.01,-11.07
,15.6,99.9,1798,1820,1.01,-11.07
,15.6,99.9,1785,1824,1.01,-11.48
,15.6,99.9,1795,1809,1.01,-11.57
,15.6,99.9,1798,1815,1.01,-11.15
,15.6,99.9,1798,1809,1.01,-11.82
,15.6,99.9,1802,1815,1.01,-11.57
,15.6,99.9,1797,1893,1.01,-11.9
,15.6,99.9,1798,1818,1.01,-11.98
,15.6,99.9,1802,1821,1.01,-12.06
,15.6,99.9,1803,1819,1.01,-12.06
,15.6,99.9,1800,1819,1.01,-11.98
,15.5,99.9,1804,1819,1.01,-11.73
,15.5,99.9,1810,1821,1.01,-11.65
,15.5,99.9,1785,1817,1.01,-11.73
,15.6,99.9,1799,1812,1.01,-12.4
,15.5,99.9,1802,1815,1.01,-11.82
,15.5,99.9,1793,1820,1.01,-12.15
,15.5,99.9,1790,1819,1.01,-11.82
,15.5,99.9,1797,1811,1.01,-11.73
,15.5,99.9,1808,1815,1.01,-11.9
,15.5,99.9,1818,1818,1.01,-11.57
,15.5,99.9,1791,1827,1.01,-11.32
,15.5,99.9,1802,1820,1.01,-11.32
,15.5,99.9,1792,1800,1.01,-11.15
,15.5,99.9,1797,1814,1.01,-11.48
,15.5,99.9,1797,1803,1.01,-11.98
,15.5,99.9,1822,1819,1.01,-11.98
,15.5,99.9,1799,1817,1.01,-11.65
,15.5,99.9,1803,1815,1.01,-11.98
,15.5,99.9,1800,1814,1.01,-11.57
,15.5,99.9,1794,1811,1.01,-11.9
,15.5,99.9,1808,1817,1.01,-12.06
,15.5,99.9,1797,1820,1.01,-11.32
,15.5,99.9,1799,1823,1.01,-11.57
,15.5,99.9,1793,1815,1.01,-12.15
,15.5,99.9,1797,1818,1.01,-11.57
,15.5,99.9,1794,1807,1.01,-11.82
,15.5,99.9,1797,1815,1.01,-11.82
,15.5,99.9,1802,1822,1.01,-11.98
,15.5,99.9,1728,1822,1.01,-11.73
,15.5,99.9,1807,1823,1.01,-11.98
,15.5,99.9,1799,1815,1.01,-12.06
,15.5,99.9,1802,1818,1.01,-12.4
,15.5,99.9,1808,1765,1.01,-11.73
,15.5,99.9,1799,1819,1.01,-11.82
,15.5,99.9,1815,1818,1.01,-11.32
,15.5,99.9,1793,1808,1.01,-11.48
,15.5,99.9,1782,1802,1.01,-11.65
,15.5,99.9,1802,1822,1.01,-12.15
,15.5,99.9,1795,1821,1.01,-11.73
,15.5,99.9,1779,1815,1.01,-11.73
,15.5,99.9,1787,1805,1.01,-11.32
,15.5,99.9,1797,1822,1.01,-11.82
,15.5,99.9,1799,1819,1.01,-11.82
,15.5,99.9,1807,1822,1.01,-11.65
,15.5,99.9,1799,1820,1.01,-11.82
,15.5,99.9,1787,1807,1.01,-12.15
,15.5,99.9,1796,1818,1.01,-11.73
,15.5,99.9,1801,1860,1.01,-12.06
,15.5,99.9,1792,1803,1.01,-12.15
,15.5,99.9,1798,1819,1.01,-11.65
,15.5,99.9,1797,1810,1.01,-11.32
,15.5,99.9,1795,1809,1.01,-12.06
,15.5,99.9,1792,1799,1.01,-11.4
,15.5,99.9,1803,1813,1.01,-11.9
,15.5,99.9,1799,1813,1.01,-11.65
,15.5,99.9,1790,1819,1.01,-11.9
,15.5,99.9,1797,1821,1.01,-11.57
,15.5,99.9,1801,1817,1.01,-12.23
,15.5,99.9,1803,1815,1.01,-11.9
,15.5,99.9,1797,1815,1.01,-12.06
,15.5,99.9,1794,1814,1.01,-11.57
,15.5,99.9,1797,1817,1.01,-12.23
,15.5,99.9,1802,1821,1.01,-11.98
,15.5,99.9,1797,1823,1.01,-11.48
,15.5,99.9,1799,1822,1.01,-11.65
,15.5,99.9,1793,1819,1.01,-11.32
,15.5,99.9,1793,1815,1.01,-11.98
,15.5,99.9,1798,1838,1.01,-11.4
,15.5,99.9,1797,1815,1.01,-11.82
,15.5,99.9,1787,1803,1.01,-11.23
,15.5,99.9,1791,1815,1.01,-11.23
,15.5,99.9,1797,1817,1.01,-11.73
,15.5,99.9,1796,1818,1.01,-11.73
,15.5,99.9,1798,1814,1.01,-11.48
,15.5,99.9,1797,1807,1.01,-11.98
,15.5,99.9,1793,1811,1.01,-11.32
,15.5,99.9,1792,1808,1.01,-11.73
,15.5,99.9,1795,1811,1.01,-12.23
,15.5,99.9,1796,1808,1.01,-11.48
,15.5,99.9,1797,1814,1.01,-11.07
,15.5,99.9,1739,1808,1.01,-11.9
,15.5,99.9,1779,1806,1.01,-11.82
,15.5,99.9,1781,1803,1.01,-11.48
,15.5,99.9,1792,1808,1.01,-11.73
,15.5,99.9,1794,1814,1.01,-11.07
,15.5,99.9,1787,1815,1.01,-11.4
,15.5,99.9,1800,1771,1.01,-11.9
,15.5,99.9,1794,1815,1.01,-11.9
,15.5,99.9,1779,1819,1.01,-11.48
,15.5,99.9,1799,1812,1.01,-11.15
,15.5,99.9,1808,1815,1.01,-11.48
,15.5,99.9,1793,1813,1.01,-11.73
,15.5,99.9,1798,1810,1.01,-11.4
,15.5,99.9,1797,1819,1.01,-11.32
,15.5,99.9,1762,1808,1.01,-11.4
,15.5,99.9,1792,1811,1.01,-11.48
,15.5,99.9,1792,1811,1.01,-11.32
,15.5,99.9,1793,1815,1.01,-11.32
,15.5,99.9,1801,1812,1.01,-11.32
,15.5,99.9,1796,1811,1.01,-11.57
,15.5,99.9,1800,1821,1.01,-11.23
,15.5,99.9,1777,1809,1.01,-11.23
,15.5,99.9,1796,1808,1.01,-11.4
,15.5,99.9,1792,1814,1.01,-11.07
,15.5,99.9,1797,1809,1.01,-11.07
,15.5,99.9,1794,1816,1.01,-11.07
,15.5,99.9,1794,1809,1.01,-10.57
,15.5,99.9,1776,1811,1.01,-11.32
,15.5,99.9,1794,1808,1.01,-10.9
,15.5,99.9,1791,1810,1.01,-11.07
,15.5,99.9,1792,1811,1.01,-10.65
,15.5,99.9,1797,1820,1.01,-11.07
,15.5,99.9,1792,1813,1.01,-11.4
,15.5,99.9,1799,1825,1.01,-11.65
,15.5,99.9,1778,1814,1.01,-11.4
,15.5,99.9,1790,1805,1.01,-11.48
,15.4,99.9,1782,1803,1.01,-11.15
,15.5,99.9,1781,1807,1.01,-11.23
,15.5,99.9,1789,1802,1.01,-10.65
,15.5,99.9,1794,1815,1.01,-11.15
,15.4,99.9,1791,1819,1.01,-11.32
,15.5,99.9,1793,1821,1.01,-11.4
,15.5,99.9,1793,1813,1.01,-11.48
,15.5,99.9,1799,1818,1.01,-11.23
,15.5,99.9,1783,1799,1.01,-10.4
,15.5,99.9,1799,1760,1.01,-11.07
,15.5,99.9,1797,1813,1.01,-10.98
,15.5,99.9,1796,1812,1.01,-10.73
,15.5,99.9,1791,1817,1.01,-11.15
,15.5,99.9,1787,1811,1.01,-11.15
,15.5,99.9,1792,1819,1.01,-10.15
,15.5,99.9,1791,1811,1.01,-10.9
,15.5,99.9,1798,1819,1.01,-10.98
,15.5,99.9,1798,1815,1.01,-11.07
,15.5,99.9,1793,1815,1.01,-10.57
,15.5,99.9,1797,1815,1.01,-11.65
,15.5,99.9,1793,1810,1.01,-11.07
,15.5,99.9,1797,1811,1.01,-11.9
,15.5,99.9,1798,1812,1.01,-10.65
,15.5,99.9,1799,1822,1.01,-11.32
,15.5,99.9,1802,1821,1.01,-10.82
,15.5,99.9,1857,1813,1.01,-11.32
,15.5,99.9,1794,1814,1.01,-10.9
,15.5,99.9,1799,1813,1.01,-10.82
,15.5,99.9,1796,1813,1.01,-11.23
,15.5,99.9,1795,1812,1.01,-11.07
,15.5,99.9,1780,1805,1.01,-11.9
,15.5,99.9,1794,1815,1.01,-11.15
,15.5,99.9,1794,1819,1.01,-10.73
,15.4,99.9,1791,1816,1.01,-11.65
,15.5,99.9,1785,1820,1.01,-11.57
,15.5,99.9,1794,1813,1.01,-11.57
,15.5,99.9,1797,1814,1.01,-11.4
,15.5,99.9,1801,1811,1.01,-11.32
,15.5,99.9,1797,1829,1.01,-11.57
,15.5,99.9,1859,1815,1.01,-11.32
,15.5,99.9,1795,1729,1.01,-11.82
,15.5,99.9,1797,1815,1.01,-11.9
,15.5,99.9,1791,1814,1.01,-10.9
,15.5,99.9,1797,1825,1.01,-11.32
,15.5,99.9,1776,1806,1.01,-11.65
,15.5,99.9,1795,1789,1.01,-11.23
,15.5,99.9,1792,1801,1.01,-11.65
,15.5,99.9,1812,1818,1.01,-11.48
,15.5,99.9,1794,1814,1.01,-11.48
,15.5,99.9,1798,1817,1.01,-11.57
,15.5,99.9,1787,1815,1.01,-11.4
,15.5,99.9,1801,1819,1.01,-11.73
,15.5,99.9,1779,1817,1.01,-11.73
,15.5,99.9,1787,1811,1.01,-11.98
,15.5,99.9,1797,1813,1.01,-11.9
,15.5,99.9,1799,1811,1.01,-10.73
,15.5,99.9,1782,1808,1.01,-11.65
,15.5,99.9,1799,1808,1.01,-11.32
,15.5,99.9,1795,1811,1.01,-11.65
,15.5,99.9,1797,1943,1.01,-11.9
,15.5,99.9,1793,1814,1.01,-11.65
,15.5,99.9,1797,1816,1.01,-10.98
,15.5,99.9,1801,1846,1.01,-10.98
,15.5,99.9,1796,1814,1.01,-11.9
,15.5,99.9,1783,1809,1.01,-11.73
,15.5,99.9,1789,1815,1.01,-11.15
,15.5,99.9,1797,1815,1.01,-11.07
,15.5,99.9,1797,1817,1.01,-11.32
,15.5,99.9,1776,1817,1.01,-11.48
,15.5,99.9,1799,1815,1.01,-11.48
,15.5,99.9,1794,1807,1.01,-11.32
,15.5,99.9,1801,1814,1.01,-10.98
,15.5,99.9,1799,1813,1.01,-11.32
,15.5,99.9,1799,1814,1.01,-10.82
,15.5,99.9,1797,1812,1.01,-11.4
,15.5,99.9,1795,1814,1.01,-11.98
,15.5,99.9,1797,1821,1.01,-11.23
,15.5,99.9,1796,1816,1.01,-12.06
,15.5,99.9,1795,1820,1.01,-11.4
,15.5,99.9,1801,1817,1.01,-10.9
,15.5,99.9,1798,1817,1.01,-11.4
,15.5,99.9,1810,1818,1.01,-11.32
,15.5,99.9,1795,1809,1.01,-10.65
,15.5,99.9,1781,1808,1.01,-10.98
,15.5,99.9,1799,1859,1.01,-11.15
,15.5,99.9,1805,1803,1.01,-10.73
,15.5,99.9,1806,1811,1.01,-10.9
,15.5,99.9,1799,1808,1.01,-11.07
,15.5,99.9,1803,1808,1.01,-11.07
,15.5,99.9,1797,1833,1.01,-11.07
,15.5,99.9,1792,1792,1.01,-11.23
,15.5,99.9,1799,1805,1.01,-10.73
,15.5,99.9,1808,1811,1.01,-11.23
,15.5,99.9,1790,1799,1.01,-11.57
,15.5,99.9,1793,1808,1.01,-10.73
,15.5,99.9,1799,1813,1.01,-11.23
,15.5,99.9,1796,1810,1.01,-10.9
,15.5,99.9,1800,1819,1.01,-11.23
,15.5,99.9,1838,1815,1.01,-10.65
,15.5,99.9,1796,1815,1.01,-10.65
,15.5,99.9,1799,1811,1.01,-11.32
,15.5,99.9,1788,1811,1.01,-11.07
,15.5,99.9,1813,1818,1.01,-10.73
,15.5,99.9,1802,1822,1.01,-10.98
,15.5,99.9,1803,1824,1.01,-11.15
,15.6,99.9,1799,1819,1.01,-11.07
,15.5,99.9,1793,1815,1.01,-10.32
,15.5,99.9,1801,1813,1.01,-11.15
,15.5,99.9,1805,1817,1.01,-10.32
,15.5,99.9,1804,1819,1.01,-10.73
,15.5,99.9,1792,1843,1.01,-10.9
,15.6,99.9,1805,1819,1.01,-10.65
,15.5,99.9,1803,1821,1.01,-10.57
,15.5,99.9,1797,1810,1.01,-10.48
,15.6,99.9,1782,1809,1.01,-10.9
,15.5,99.9,1808,1820,1.01,-10.65
,15.5,99.9,1803,1818,1.01,-10.32
,15.6,99.9,1798,1817,1.01,-10.82
,15.5,99.9,1795,1810,1.01,-11.23
,15.6,99.9,1837,1811,1.01,-10.65
,15.5,99.9,1803,1808,1.01,-10.4
,15.6,99.9,1804,1808,1.01,-10.07
,15.5,99.9,1805,1830,1.01,-10.9
,15.5,99.9,1797,1811,1.01,-10.9
,15.5,99.9,1794,1807,1.01,-10.57
,15.6,99.9,1805,1811,1.01,-10.48
,15.6,99.9,1801,1811,1.01,-10.73
,15.5,99.9,1792,1808,1.01,-10.48
,15.6,99.9,1795,1809,1.01,-10.73
,15.6,99.9,1797,1808,1.01,-9.9
,15.5,99.9,1798,1810,1.01,-10.98
,15.6,99.9,1803,1809,1.01,-10.82
,15.5,99.9,1805,1817,1.01,-10.32
,15.5,99.9,1805,1800,1.01,-10.24
,15.6,99.9,1806,1815,1.01,-9.9
,15.6,99.9,1794,1808,1.01,-10.73
,15.6,99.9,1807,1819,1.01,-10.73
,15.6,99.9,1807,1819,1.01,-10.24
,15.6,99.9,1798,1817,1.01,-10.57
,15.6,99.9,1808,1821,1.01,-10.9
,15.6,99.9,1794,1812,1.01,-10.9
,15.6,99.9,1805,1815,1.01,-10.65
,15.6,99.9,1808,1804,1.01,-10.32
,15.6,99.9,1805,1819,1.01,-10.24
,15.6,99.9,1805,1819,1.01,-10.82
,15.6,99.9,1808,1821,1.01,-10.4
,15.6,99.9,1807,1817,1.01,-10.57
,15.6,99.9,1798,1809,1.01,-10.07
,15.6,99.9,1803,1817,1.01,-10.24
,15.6,99.9,1795,1817,1.01,-10.4
,15.6,99.9,1804,1814,1.01,-10.57
,15.6,99.9,1795,1846,1.01,-10.65
,15.6,99.9,1805,1819,1.01,-10.32
,15.6,99.9,1805,1811,1.01,-9.49
,15.6,99.9,1803,1817,1.01,-9.9
,15.6,99.9,1791,1798,1.01,-10.24
,15.6,99.9,1793,1807,1.01,-10.15
,15.6,99.9,1805,1818,1.01,-9.99
,15.6,99.9,1808,1823,1.01,-9.65
,15.6,99.9,1815,1818,1.01,-9.9
,15.6,99.9,1776,1821,1.01,-9.9
,15.6,99.9,1808,1808,1.01,-10.4
,15.6,99.9,1803,1743,1.01,-10.07
,15.6,99.9,1808,1817,1.01,-9.9
,15.6,99.9,1808,1821,1.01,-9.74
,15.6,99.9,1792,1823,1.01,-9.82
,15.6,99.9,1805,1822,1.01,-10.4
,15.6,99.9,1808,1817,1.01,-10.15
,15.6,99.9,1803,1806,1.01,-10.4
,15.6,99.9,1805,1823,1.01,-9.65
,15.6,99.9,1794,1804,1.01,-9.82
,15.6,99.9,1735,1821,1.01,-9.4
,15.6,99.9,1813,1817,1.01,-10.15
,15.6,99.9,1809,1812,1.01,-10.4
,15.6,99.9,1808,1808,1.01,-9.99
,15.6,99.9,1807,1810,1.01,-9.82
,15.6,99.9,1809,1819,1.01,-9.74
,15.6,99.9,1799,1807,1.01,-9.74
,15.6,99.9,1808,1817,1.01,-10.24
,15.6,99.9,1850,1818,1.01,-10.07
,15.6,99.9,1805,1809,1.01,-10.15
,15.6,99.9,1809,1821,1.01,-10.4
,15.6,99.9,1813,1822,1.01,-9.57
,15.6,99.9,1803,1822,1.01,-9.99
,15.6,99.9,1810,1822,1.01,-9.24
,15.6,99.9,1797,1821,1.01,-9.99
,15.6,99.9,1810,1819,1.01,-10.15
,15.6,99.9,1808,1810,1.01,-9.57
,15.6,99.9,1904,1815,1.01,-10.15
,15.6,99.9,1810,1823,1.01,-10.07
,15.6,99.9,1807,1820,1.01,-9.74
,15.6,99.9,1808,1808,1.01,-9.82
,15.6,99.9,1805,1805,1.01,-9.82
,15.6,99.9,1791,1810,1.01,-9.99
,15.6,99.9,1790,1817,1.01,-10.07
,15.6,99.9,1808,1814,1.01,-9.99
,15.5,99.9,1811,1819,1.01,-9.24
,15.6,99.9,1796,1795,1.01,-9.99
,15.6,99.9,1812,1816,1.01,-9.74
,15.6,99.9,1808,1813,1.01,-10.07
,15.6,99.9,1810,1820,1.01,-9.9
